city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,training_hours,target
0.92,Male,Has relevent experience,no_enrollment,Phd,20,33,0
0.624,Male,No relevent experience,no_enrollment,Graduate,6,17,1
0.924,Male,Has relevent experience,no_enrollment,Graduate,17,41,0
0.913,Male,Has relevent experience,no_enrollment,High School,2,82,0
0.738,Male,Has relevent experience,no_enrollment,Masters,20,34,0
0.89,Male,No relevent experience,Full time course,Masters,5,49,0
0.924,Male,Has relevent experience,no_enrollment,Masters,20,11,0
0.887,Male,Has relevent experience,no_enrollment,Masters,19,16,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,16,30,0
0.92,Male,No relevent experience,Full time course,Graduate,7,32,1
0.91,Male,Has relevent experience,no_enrollment,High School,17,43,0
0.8270000000000001,Male,Has relevent experience,no_enrollment,High School,20,44,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,5,13,0
0.92,Male,No relevent experience,no_enrollment,Phd,10,55,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,14,23,0
0.698,Male,Has relevent experience,no_enrollment,Masters,9,70,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,18,116,1
0.92,Male,No relevent experience,no_enrollment,High School,7,56,1
0.624,Male,Has relevent experience,no_enrollment,Phd,20,16,1
0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,20,9,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,15,103,0
0.926,Male,Has relevent experience,no_enrollment,Masters,17,113,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,13,76,0
0.92,Male,Has relevent experience,no_enrollment,High School,6,4,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,4,44,0
0.92,Male,Has relevent experience,no_enrollment,Masters,8,45,1
0.762,Male,No relevent experience,Full time course,High School,2,40,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,35,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,20,67,0
0.887,Male,Has relevent experience,no_enrollment,High School,5,88,0
0.754,Male,Has relevent experience,Part time course,High School,7,176,0
0.855,Male,Has relevent experience,no_enrollment,Masters,17,8,0
0.6659999999999999,Female,Has relevent experience,Part time course,Graduate,5,15,0
0.624,Male,No relevent experience,Full time course,High School,3,25,1
0.92,Male,No relevent experience,Full time course,Phd,20,28,0
0.91,Male,No relevent experience,Part time course,Graduate,7,62,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,48,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,20,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,10,1
0.855,Female,Has relevent experience,Part time course,Graduate,7,41,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,20,110,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,14,44,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,17,29,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,76,1
0.92,Male,No relevent experience,no_enrollment,Graduate,20,96,0
0.887,Male,Has relevent experience,no_enrollment,Graduate,10,106,0
0.563,Male,No relevent experience,Full time course,Graduate,5,119,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,13,53,0
0.92,Male,Has relevent experience,Full time course,Graduate,3,11,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,9,135,1
0.878,Male,Has relevent experience,no_enrollment,Masters,20,61,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,42,0
0.624,Male,No relevent experience,no_enrollment,High School,2,13,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,19,9,0
0.762,Male,Has relevent experience,no_enrollment,Graduate,13,106,1
0.91,Male,No relevent experience,no_enrollment,Graduate,2,28,0
0.92,Male,No relevent experience,no_enrollment,Graduate,5,123,0
0.794,Male,Has relevent experience,no_enrollment,Masters,20,72,0
0.91,Male,No relevent experience,no_enrollment,Graduate,7,56,0
0.836,Male,No relevent experience,no_enrollment,Graduate,13,17,0
0.92,Male,Has relevent experience,no_enrollment,Masters,5,76,1
0.92,Male,No relevent experience,no_enrollment,Graduate,3,72,1
0.92,Male,Has relevent experience,Part time course,Graduate,7,56,0
0.836,Male,Has relevent experience,no_enrollment,Masters,18,25,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,20,78,0
0.92,Male,No relevent experience,no_enrollment,Masters,20,33,1
0.5579999999999999,Male,No relevent experience,no_enrollment,High School,5,38,0
0.893,Male,Has relevent experience,no_enrollment,Masters,20,52,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,20,70,0
0.789,Male,Has relevent experience,no_enrollment,Graduate,4,36,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,2,43,0
0.878,Male,Has relevent experience,no_enrollment,Masters,13,25,0
0.848,Male,No relevent experience,no_enrollment,Graduate,1,290,0
0.92,Male,No relevent experience,Full time course,High School,9,82,0
0.92,Male,No relevent experience,no_enrollment,Masters,4,60,1
0.855,Female,Has relevent experience,Part time course,Graduate,10,218,1
0.92,Other,Has relevent experience,no_enrollment,Graduate,20,15,1
0.92,Other,Has relevent experience,no_enrollment,Graduate,13,25,1
0.624,Male,No relevent experience,Full time course,Graduate,1,23,0
0.624,Female,Has relevent experience,Full time course,Masters,9,218,1
0.913,Male,No relevent experience,no_enrollment,Graduate,20,134,0
0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,4,65,0
0.926,Male,Has relevent experience,no_enrollment,Masters,20,70,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,96,0
0.92,Male,No relevent experience,no_enrollment,Graduate,1,15,1
0.92,Other,Has relevent experience,no_enrollment,Graduate,5,121,1
0.556,Male,Has relevent experience,Full time course,Graduate,6,32,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,89,0
0.92,Female,Has relevent experience,no_enrollment,High School,10,35,1
0.855,Male,Has relevent experience,Full time course,Masters,10,38,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,9,7,1
0.579,Male,Has relevent experience,no_enrollment,Masters,8,50,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,5,43,0
0.624,Female,No relevent experience,Full time course,Graduate,2,9,0
0.624,Male,No relevent experience,no_enrollment,Masters,2,144,1
0.527,Male,Has relevent experience,no_enrollment,Graduate,4,18,1
0.92,Male,Has relevent experience,Full time course,Graduate,9,102,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,5,124,0
0.6890000000000001,Female,Has relevent experience,Full time course,Graduate,14,51,1
0.91,Male,Has relevent experience,no_enrollment,Masters,18,312,0
0.939,Male,No relevent experience,Full time course,High School,7,182,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,132,0
0.939,Male,No relevent experience,no_enrollment,Phd,20,82,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,7,135,0
0.92,Male,Has relevent experience,Full time course,Phd,13,28,0
0.865,Male,No relevent experience,no_enrollment,Primary School,5,40,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,18,170,0
0.926,Male,Has relevent experience,Full time course,Masters,10,28,0
0.92,Male,Has relevent experience,no_enrollment,Masters,20,9,0
0.923,Male,Has relevent experience,no_enrollment,Masters,14,11,1
0.913,Male,Has relevent experience,no_enrollment,Graduate,11,17,0
0.743,Male,Has relevent experience,no_enrollment,Graduate,11,118,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,10,29,0
0.767,Male,No relevent experience,Full time course,Graduate,9,182,0
0.899,Female,Has relevent experience,no_enrollment,Masters,15,76,0
0.92,Female,No relevent experience,no_enrollment,Graduate,20,33,1
0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,9,72,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,7,8,0
0.682,Male,No relevent experience,no_enrollment,Graduate,15,66,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,46,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,1,107,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,10,50,0
0.624,Other,Has relevent experience,Full time course,Graduate,1,39,1
0.926,Male,Has relevent experience,no_enrollment,High School,20,37,0
0.926,Male,No relevent experience,Full time course,High School,6,144,0
0.926,Other,Has relevent experience,no_enrollment,High School,16,28,0
0.924,Male,Has relevent experience,no_enrollment,Masters,10,47,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,7,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,12,42,0
0.92,Male,No relevent experience,no_enrollment,Graduate,5,37,0
0.92,Male,Has relevent experience,no_enrollment,Phd,10,48,0
0.926,Male,No relevent experience,no_enrollment,Graduate,2,46,0
0.92,Male,Has relevent experience,Full time course,Graduate,2,78,0
0.915,Female,Has relevent experience,no_enrollment,Phd,20,110,0
0.743,Male,Has relevent experience,no_enrollment,Graduate,5,8,0
0.55,Male,Has relevent experience,Full time course,Masters,20,128,1
0.92,Male,Has relevent experience,no_enrollment,Masters,11,24,0
0.769,Male,Has relevent experience,Part time course,Masters,7,13,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,10,84,0
0.939,Male,Has relevent experience,no_enrollment,Masters,10,6,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,3,34,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,6,100,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,52,0
0.92,Male,No relevent experience,no_enrollment,Graduate,3,74,0
0.6659999999999999,Male,No relevent experience,Full time course,High School,2,110,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,131,0
0.624,Male,No relevent experience,Full time course,Graduate,4,6,1
0.855,Male,No relevent experience,Full time course,Graduate,3,51,0
0.7659999999999999,Female,No relevent experience,Full time course,Graduate,8,56,0
0.923,Male,Has relevent experience,no_enrollment,Masters,12,18,0
0.895,Male,Has relevent experience,no_enrollment,Graduate,11,136,0
0.767,Male,No relevent experience,Full time course,Graduate,4,14,1
0.897,Male,Has relevent experience,no_enrollment,Graduate,20,108,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,70,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,13,168,0
0.624,Male,Has relevent experience,no_enrollment,Masters,14,224,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,228,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,7,131,0
0.855,Male,No relevent experience,Part time course,Graduate,2,46,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,14,44,0
0.624,Female,Has relevent experience,Full time course,Graduate,1,68,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,149,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,5,162,0
0.802,Male,Has relevent experience,no_enrollment,Graduate,3,27,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,6,3,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,11,28,0
0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,6,144,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,184,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,7,44,0
0.926,Male,Has relevent experience,no_enrollment,Masters,12,23,0
0.893,Male,Has relevent experience,no_enrollment,Graduate,5,29,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,15,150,0
0.91,Male,Has relevent experience,no_enrollment,Phd,9,61,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,5,25,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,19,62,0
0.92,Male,Has relevent experience,no_enrollment,Masters,20,92,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,294,0
0.682,Male,Has relevent experience,no_enrollment,Graduate,20,14,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,20,80,0
0.802,Female,Has relevent experience,no_enrollment,Masters,12,88,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,32,1
0.91,Male,Has relevent experience,no_enrollment,Phd,20,160,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,21,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,36,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,10,35,1
0.743,Male,Has relevent experience,Part time course,Masters,11,46,0
0.804,Male,No relevent experience,no_enrollment,Graduate,2,53,1
0.624,Female,Has relevent experience,no_enrollment,Masters,10,15,1
0.887,Male,No relevent experience,no_enrollment,Masters,10,24,1
0.91,Female,No relevent experience,Full time course,High School,2,5,0
0.91,Male,Has relevent experience,no_enrollment,High School,20,94,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,6,28,0
0.899,Male,Has relevent experience,no_enrollment,Masters,15,55,0
0.624,Female,No relevent experience,Full time course,High School,3,140,0
0.878,Male,Has relevent experience,no_enrollment,Graduate,6,20,0
0.91,Male,Has relevent experience,no_enrollment,High School,19,10,0
0.89,Male,Has relevent experience,no_enrollment,Graduate,20,106,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,23,0
0.91,Male,Has relevent experience,no_enrollment,Masters,20,36,0
0.926,Male,No relevent experience,Full time course,Graduate,6,162,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,5,43,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,30,0
0.92,Male,No relevent experience,no_enrollment,Primary School,3,16,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,5,46,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,8,38,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,4,64,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,9,11,0
0.487,Male,Has relevent experience,Part time course,Graduate,5,92,0
0.624,Male,No relevent experience,Full time course,High School,5,14,1
0.926,Male,Has relevent experience,no_enrollment,Masters,15,75,0
0.7659999999999999,Female,Has relevent experience,no_enrollment,Graduate,6,8,0
0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,8,21,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,87,1
0.92,Male,Has relevent experience,Part time course,Graduate,6,32,0
0.92,Male,No relevent experience,no_enrollment,Masters,1,28,1
0.698,Male,Has relevent experience,Full time course,Graduate,10,16,0
0.866,Male,Has relevent experience,no_enrollment,Masters,19,101,1
0.92,Male,Has relevent experience,no_enrollment,Masters,17,15,0
0.624,Male,No relevent experience,no_enrollment,Masters,5,31,0
0.754,Male,Has relevent experience,Part time course,Masters,11,2,1
0.939,Male,Has relevent experience,no_enrollment,Masters,17,24,0
0.92,Male,No relevent experience,Full time course,High School,6,56,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,4,14,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,22,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,120,0
0.893,Male,No relevent experience,no_enrollment,Primary School,4,17,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,9,58,0
0.762,Male,Has relevent experience,no_enrollment,Graduate,20,22,0
0.855,Male,No relevent experience,no_enrollment,Masters,15,23,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,314,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,45,0
0.92,Male,No relevent experience,Part time course,Graduate,1,13,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,8,3,0
0.926,Female,No relevent experience,Part time course,Graduate,1,33,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,20,46,0
0.5579999999999999,Male,No relevent experience,Full time course,Graduate,3,24,0
0.855,Male,Has relevent experience,no_enrollment,Phd,20,153,0
0.794,Male,Has relevent experience,Part time course,Graduate,8,22,0
0.899,Female,Has relevent experience,no_enrollment,Graduate,15,12,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,82,0
0.926,Female,No relevent experience,no_enrollment,Masters,13,44,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,5,0
0.848,Male,Has relevent experience,no_enrollment,Graduate,15,39,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,12,54,0
0.698,Female,No relevent experience,no_enrollment,Graduate,2,144,1
0.926,Male,Has relevent experience,Part time course,Graduate,14,98,0
0.92,Female,Has relevent experience,no_enrollment,High School,12,16,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,52,0
0.92,Female,No relevent experience,Full time course,Graduate,4,53,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,22,0
0.836,Male,Has relevent experience,no_enrollment,Graduate,20,130,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,32,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,6,53,1
0.89,Male,Has relevent experience,no_enrollment,Masters,10,57,0
0.923,Male,No relevent experience,Part time course,Graduate,9,4,1
0.738,Female,Has relevent experience,no_enrollment,Graduate,7,7,0
0.91,Male,Has relevent experience,no_enrollment,Masters,20,98,0
0.91,Male,Has relevent experience,Full time course,Masters,5,14,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,19,49,1
0.939,Male,No relevent experience,no_enrollment,Graduate,10,12,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,8,308,0
0.624,Male,Has relevent experience,no_enrollment,Masters,12,59,0
0.802,Male,No relevent experience,no_enrollment,Graduate,1,51,1
0.897,Male,Has relevent experience,no_enrollment,Masters,7,76,0
0.913,Male,Has relevent experience,no_enrollment,Masters,17,11,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,92,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,9,60,0
0.939,Female,Has relevent experience,no_enrollment,Masters,10,40,0
0.6659999999999999,Male,No relevent experience,no_enrollment,Graduate,17,60,0
0.92,Female,No relevent experience,Full time course,Graduate,10,4,0
0.91,Male,Has relevent experience,no_enrollment,Masters,20,43,0
0.579,Male,Has relevent experience,no_enrollment,High School,8,20,0
0.795,Male,Has relevent experience,Part time course,Graduate,9,52,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,86,0
0.925,Male,No relevent experience,Full time course,Primary School,5,46,0
0.91,Male,No relevent experience,no_enrollment,Masters,16,18,0
0.926,Male,Has relevent experience,no_enrollment,Masters,8,28,0
0.89,Male,Has relevent experience,no_enrollment,Masters,20,8,0
0.926,Male,Has relevent experience,no_enrollment,Masters,11,62,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,3,68,1
0.926,Male,Has relevent experience,no_enrollment,Masters,8,34,0
0.83,Male,Has relevent experience,no_enrollment,Masters,14,48,0
0.624,Male,No relevent experience,Full time course,Graduate,4,70,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,15,40,0
0.763,Female,Has relevent experience,no_enrollment,Masters,9,58,0
0.92,Male,No relevent experience,no_enrollment,Masters,5,194,0
0.893,Male,No relevent experience,no_enrollment,High School,5,43,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,6,107,0
0.74,Female,No relevent experience,no_enrollment,Graduate,6,40,0
0.92,Male,No relevent experience,Full time course,Graduate,5,164,0
0.92,Male,No relevent experience,no_enrollment,High School,2,41,0
0.8959999999999999,Male,No relevent experience,no_enrollment,Primary School,3,103,0
0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,20,78,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,28,0
0.92,Male,Has relevent experience,no_enrollment,Masters,20,52,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,6,7,0
0.92,Other,Has relevent experience,no_enrollment,Masters,20,107,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,11,3,1
0.887,Male,No relevent experience,Full time course,Graduate,6,140,0
0.89,Male,Has relevent experience,no_enrollment,Masters,20,6,0
0.92,Male,Has relevent experience,Part time course,Graduate,7,74,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,10,46,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,6,6,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,7,8,0
0.698,Male,Has relevent experience,Part time course,High School,6,58,1
0.624,Female,Has relevent experience,no_enrollment,Masters,8,92,0
0.92,Male,Has relevent experience,no_enrollment,Masters,9,24,1
0.624,Male,No relevent experience,no_enrollment,Graduate,1,7,0
0.754,Male,Has relevent experience,Full time course,Graduate,12,91,1
0.92,Male,Has relevent experience,Part time course,Graduate,11,174,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,14,202,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,14,112,1
0.738,Male,No relevent experience,Full time course,Graduate,2,18,0
0.855,Male,Has relevent experience,no_enrollment,Masters,16,53,0
0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,10,53,0
0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,12,7,0
0.92,Male,No relevent experience,no_enrollment,Graduate,15,182,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,10,56,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,20,56,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,58,1
0.698,Female,No relevent experience,Full time course,Primary School,1,37,1
0.5579999999999999,Male,Has relevent experience,Full time course,Masters,18,170,1
0.91,Male,Has relevent experience,no_enrollment,High School,6,36,0
0.92,Male,No relevent experience,no_enrollment,Graduate,17,117,1
0.91,Other,Has relevent experience,no_enrollment,Graduate,8,13,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,68,0
0.91,Female,Has relevent experience,no_enrollment,Masters,5,26,0
0.698,Male,Has relevent experience,no_enrollment,High School,4,45,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,11,42,1
0.926,Female,Has relevent experience,no_enrollment,Masters,11,8,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,20,58,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,9,9,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,37,0
0.55,Male,No relevent experience,Full time course,High School,5,4,1
0.924,Male,Has relevent experience,no_enrollment,Masters,20,149,0
0.866,Male,Has relevent experience,no_enrollment,Graduate,18,31,0
0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,20,210,0
0.92,Male,No relevent experience,Full time course,Masters,14,36,0
0.895,Male,Has relevent experience,no_enrollment,Graduate,11,80,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,16,25,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,11,64,0
0.92,Male,No relevent experience,Full time course,Graduate,2,32,0
0.897,Male,Has relevent experience,no_enrollment,Masters,20,23,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,2,112,1
0.7759999999999999,Male,No relevent experience,Full time course,Graduate,3,41,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,49,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,7,26,0
0.743,Male,Has relevent experience,no_enrollment,Masters,20,30,0
0.866,Male,No relevent experience,Full time course,High School,4,122,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,212,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,12,192,0
0.939,Male,No relevent experience,no_enrollment,Primary School,8,56,0
0.804,Male,Has relevent experience,no_enrollment,Masters,11,11,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,20,50,0
0.91,Male,Has relevent experience,no_enrollment,Masters,10,24,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,3,76,0
0.926,Male,Has relevent experience,Part time course,Masters,19,4,0
0.794,Male,Has relevent experience,no_enrollment,Graduate,11,242,0
0.926,Male,Has relevent experience,no_enrollment,Masters,14,52,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,20,0
0.55,Male,Has relevent experience,no_enrollment,Graduate,8,196,1
0.767,Male,Has relevent experience,no_enrollment,Graduate,6,46,0
0.579,Male,No relevent experience,Full time course,Graduate,1,18,0
0.92,Male,Has relevent experience,Full time course,Graduate,2,163,0
0.926,Male,No relevent experience,Part time course,Masters,20,20,0
0.926,Male,No relevent experience,no_enrollment,Graduate,1,35,0
0.527,Male,Has relevent experience,no_enrollment,Graduate,5,66,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,51,0
0.855,Male,No relevent experience,no_enrollment,Primary School,3,65,0
0.855,Male,Has relevent experience,no_enrollment,Masters,8,10,0
0.897,Female,No relevent experience,no_enrollment,Masters,5,15,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,9,50,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,13,194,0
0.92,Male,Has relevent experience,Full time course,Graduate,3,29,1
0.925,Male,Has relevent experience,no_enrollment,Graduate,5,21,0
0.855,Male,Has relevent experience,Part time course,Masters,20,308,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,2,72,0
0.924,Male,Has relevent experience,no_enrollment,Graduate,20,21,0
0.91,Male,Has relevent experience,no_enrollment,Masters,20,73,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,20,51,1
0.92,Male,No relevent experience,no_enrollment,Graduate,15,16,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,3,13,1
0.92,Male,Has relevent experience,no_enrollment,Phd,14,4,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,16,0
0.762,Male,Has relevent experience,no_enrollment,Graduate,7,113,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,8,0
0.843,Female,Has relevent experience,no_enrollment,Graduate,6,70,0
0.92,Male,Has relevent experience,no_enrollment,High School,18,25,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,90,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,130,0
0.899,Male,No relevent experience,no_enrollment,Graduate,9,41,0
0.92,Male,No relevent experience,no_enrollment,Graduate,20,11,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,25,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,14,17,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,9,6,1
0.855,Female,Has relevent experience,no_enrollment,Graduate,4,5,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,20,23,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,9,0
0.926,Male,No relevent experience,Full time course,High School,11,48,0
0.897,Male,Has relevent experience,no_enrollment,Masters,20,30,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,7,77,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,13,157,0
0.915,Male,No relevent experience,Full time course,High School,7,138,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,13,11,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,20,110,1
0.91,Female,Has relevent experience,no_enrollment,Graduate,20,55,0
0.91,Female,Has relevent experience,no_enrollment,Masters,4,25,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,3,57,0
0.767,Female,Has relevent experience,no_enrollment,Masters,17,10,1
0.624,Male,Has relevent experience,Full time course,Graduate,5,51,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,109,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,11,51,1
0.92,Male,Has relevent experience,no_enrollment,Masters,20,70,0
0.855,Male,No relevent experience,Full time course,High School,8,18,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,20,25,0
0.91,Female,No relevent experience,no_enrollment,Graduate,9,28,1
0.92,Female,No relevent experience,no_enrollment,Phd,14,55,0
0.847,Male,Has relevent experience,no_enrollment,Masters,10,67,0
0.91,Male,Has relevent experience,no_enrollment,Masters,7,53,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,20,104,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,15,102,1
0.92,Female,Has relevent experience,no_enrollment,Masters,20,38,0
0.727,Male,No relevent experience,Part time course,Masters,5,17,0
0.92,Male,No relevent experience,no_enrollment,Graduate,20,70,0
0.83,Male,Has relevent experience,Full time course,Graduate,14,136,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,12,30,0
0.855,Male,Has relevent experience,no_enrollment,Graduate,16,32,0
0.794,Male,Has relevent experience,no_enrollment,Graduate,5,6,0
0.897,Male,Has relevent experience,no_enrollment,Masters,8,133,0
0.926,Female,Has relevent experience,no_enrollment,Masters,9,44,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,26,0
0.767,Male,Has relevent experience,no_enrollment,Graduate,19,12,0
0.924,Male,No relevent experience,Full time course,High School,4,13,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,20,6,0
